<<<<<<< HEAD
1.3983,1.3958,1.406,1.3983,1.3958,1.406,1.3907,1.3983,1.406,1.3983,1.3983,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.406,1.3932,1.4009,1.3958,1.3932,1.406,1.3983,1.3983,1.3983,1.3983,1.406,1.3983,1.3932,1.3983,1.3983,1.3932,1.4034,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.4009,1.406,1.3958,1.4034,1.3983,1.3983,1.4034,1.3983,1.3983,1.4034,1.3932,1.3932,1.4034,1.3983,1.4009,1.4034,1.3932,1.3983,1.4034,1.3958,1.3983,1.4034,1.3983,1.4009,1.406,1.3983,1.3958,1.4034,1.3932,1.3958,1.3983,1.3932,1.406,1.3958,1.3932,1.3983,1.3958,1.3958,1.3983,1.3983,1.3958,1.4034,1.3983,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.4009,1.3983,1.3958,1.3932,1.3958,1.406,1.4009,1.3932,1.3983,1.3983,1.3983,1.3983,1.406,1.3983,1.3958,1.3983,1.4034,1.3983,1.3932,1.3983,1.406,1.3983,1.3932,1.3983,1.406,1.3932,1.3932,1.4009,1.406,1.3932,1.3958,1.3983,1.3983,1.3983,1.3958,1.4034,1.3932,1.3983,1.406,1.3983,1.3983,1.4034,1.3983,1.3983,1.3958,1.3932,1.406,1.4009,1.3932,1.3983,1.4034,1.3983,1.3983,1.4034,1.3983,1.3932,1.4034,1.3983,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3932,1.3983,1.3958,1.3983,1.3983,1.3932,1.4034,1.406,1.3932,1.406,1.3958,1.3907,1.3983,1.4009,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3958,1.3983,1.3932,1.406,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.4009,1.4034,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.4034,1.3932,1.4034,1.3932,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3958,1.406,1.3983,1.3983,1.4009,1.3983,1.3958,1.406,1.3983,1.4009,1.4034,1.3958,1.4009,1.3958,1.3907,1.406,1.3958,1.406,1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3983,1.3932,1.3983,1.4009,1.3932,1.3983,1.3932,1.3932,1.4034,1.3983,1.3983,1.406,1.3958,1.406,1.3983,1.3983,1.4034
1.3983,1.3983,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3932,1.3983,1.4009,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.4009,1.3932,1.406,1.3983,1.4009,1.406,1.3932,1.3983,1.3983,1.3907,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.4034,1.3932,1.3983,1.406,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.406,1.3983,1.3958,1.3983,1.3983,1.3983,1.4034,1.4009,1.4009,1.406,1.3983,1.3932,1.4009,1.3983,1.3983,1.406,1.3983,1.3958,1.406,1.3983,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.406,1.3958,1.3983,1.4034,1.4009,1.4009,1.406,1.4009,1.3932,1.4034,1.3932,1.3983,1.4034,1.3983,1.3983,1.4009,1.3932,1.3983,1.3983,1.3932,1.3983,1.3932,1.4034,1.4034,1.3932,1.4034,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3983,1.3983,1.4034,1.3932,1.3958,1.4009,1.3983,1.3983,1.4034,1.3983,1.3932,1.4034,1.3958,1.3983,1.406,1.3932,1.4009,1.406,1.3932,1.4034,1.3983,1.4009,1.406,1.3983,1.3958,1.406,1.3932,1.3983,1.3983,1.3983,1.3983,1.406,1.3932,1.3932,1.4034,1.3932,1.406,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3983,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.3983,1.3983,1.3932,1.4034,1.406,1.3932,1.3983,1.406,1.3932,1.3983,1.4034,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3983,1.4009,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3958,1.406,1.406,1.3932,1.4009,1.3983,1.3907,1.406,1.406,1.3932,1.3958,1.406,1.3983,1.3958,1.4009,1.3983,1.3958,1.3983,1.406,1.3983,1.3958,1.406,1.3958,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.4009,1.3983
1.3932,1.3958,1.4034,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3983,1.3983,1.406,1.3983,1.3958,1.3958,1.3983,1.3958,1.406,1.406,1.3932,1.3983,1.406,1.3983,1.3932,1.3983,1.3983,1.3882,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.4009,1.3932,1.3958,1.3932,1.3983,1.406,1.4009,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3983,1.3983,1.4034,1.3983,1.3932,1.406,1.3983,1.3932,1.4009,1.3983,1.3932,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3958,1.3932,1.406,1.3983,1.3932,1.406,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.4009,1.3983,1.4034,1.3932,1.4009,1.3983,1.3932,1.4034,1.4009,1.3932,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.4009,1.3932,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3983,1.406,1.3932,1.406,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.4009,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3958,1.406,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3958,1.3983,1.406,1.3983,1.3958,1.4034,1.3983,1.4009,1.406,1.3958,1.4034,1.3983,1.3932,1.3983,1.3932,1.3983,1.3983,1.3882,1.406,1.4009,1.3932,1.4009,1.3983,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3932,1.3958,1.4034,1.3983,1.3983,1.4034,1.3932,1.4009,1.3983,1.3932,1.406,1.3983,1.4009,1.406,1.3932,1.3983,1.3958,1.3932,1.406,1.3932,1.4009,1.406,1.3932,1.3932,1.406,1.3983,1.3983,1.4034,1.3932,1.3983,1.4034,1.3932,1.3958,1.406,1.3932,1.3932,1.406,1.406,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.4009,1.406,1.3958,1.4009,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3958,1.3983,1.406,1.3932,1.3983,1.4034,1.3983,1.3932,1.3958,1.406,1.3932,1.3983,1.3983,1.3932,1.3983
1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3983,1.3983,1.3958,1.3983,1.3983,1.3932,1.3983,1.3932,1.3983,1.406,1.3932,1.406,1.3983,1.4009,1.406,1.3932,1.3958,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.3958,1.3983,1.3983,1.3958,1.4034,1.3983,1.4009,1.406,1.3932,1.3983,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.4009,1.3983,1.406,1.3983,1.3983,1.4034,1.3983,1.406,1.3932,1.4009,1.3983,1.3932,1.4009,1.3958,1.406,1.4009,1.3983,1.406,1.3932,1.4034,1.3983,1.3983,1.3958,1.3932,1.3958,1.3983,1.3932,1.4009,1.406,1.3983,1.3932,1.406,1.406,1.3958,1.3983,1.3983,1.3932,1.3983,1.4034,1.3932,1.3983,1.406,1.3983,1.4034,1.406,1.3958,1.406,1.3983,1.3983,1.3983,1.3932,1.3958,1.3983,1.3958,1.406,1.3983,1.3983,1.4034,1.3932,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.4034,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.4034,1.3983,1.3983,1.406,1.3932,1.3958,1.3983,1.3958,1.4034,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3958,1.3932,1.406,1.3983,1.406,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.4009,1.3983,1.406,1.3983,1.4009,1.3983,1.3932,1.3983,1.3983,1.3983,1.406,1.4009,1.3983,1.4034,1.3983,1.3983,1.4034,1.3958,1.4009,1.3983,1.3932,1.406,1.3983,1.4009,1.406,1.3907,1.3983,1.3983,1.3983,1.406,1.3983,1.4034,1.3983,1.3983,1.406,1.3932,1.3932,1.3983,1.3932,1.3983,1.406,1.3932,1.4034,1.4034,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.4034,1.3983,1.406,1.3983,1.406,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3932,1.406,1.3983,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.4034,1.3932,1.4034,1.3932,1.3983,1.3983,1.3983,1.4034,1.3958,1.4009,1.3932,1.3907,1.3983,1.3932,1.406,1.3983,1.406,1.3983,1.3983,1.3983,1.3932,1.406
1.3983,1.3983,1.3983,1.3932,1.406,1.4009,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.3958,1.3983,1.3983,1.4009,1.406,1.3983,1.406,1.3983,1.3932,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3932,1.3932,1.3983,1.3932,1.3983,1.3983,1.3932,1.4034,1.3958,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3983,1.4034,1.3932,1.3932,1.3983,1.3932,1.3983,1.3958,1.406,1.3932,1.406,1.3958,1.3983,1.406,1.3983,1.4034,1.3907,1.406,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.3983,1.406,1.3932,1.3983,1.4009,1.3932,1.406,1.4009,1.4009,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3958,1.3983,1.3983,1.3932,1.406,1.3932,1.3983,1.3983,1.3983,1.4034,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.4009,1.3983,1.4034,1.3983,1.406,1.3983,1.3983,1.406,1.3907,1.406,1.3932,1.4009,1.3983,1.3907,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.3958,1.3983,1.3983,1.3958,1.3983,1.406,1.3932,1.406,1.3932,1.3983,1.406,1.3983,1.3983,1.3932,1.3983,1.3983,1.3983,1.4034,1.3932,1.406,1.3983,1.3958,1.4034,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.4034,1.3958,1.3958,1.3983,1.4009,1.3983,1.406,1.3932,1.4009,1.4009,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.3958,1.3983,1.3958,1.3983,1.406,1.3932,1.3983,1.3932,1.4009,1.3983,1.3932,1.406,1.4009,1.406,1.3983,1.3983,1.406,1.3932,1.3907,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3983,1.406,1.3983,1.406,1.3932,1.406,1.3958,1.4034,1.3983,1.406,1.3983,1.4009,1.406,1.3958,1.4034,1.3907,1.406,1.3932,1.4009,1.3983,1.3983,1.3983,1.3932,1.406,1.3983,1.406,1.4034,1.4009,1.406,1.3932,1.3983,1.406,1.3983,1.3983,1.406,1.3907,1.3932,1.4034,1.3983,1.3932,1.3983
1.3983,1.3932,1.3983,1.4034,1.3932,1.3983,1.3983,1.3983,1.4034,1.3932,1.3932,1.4034,1.3983,1.3932,1.4034,1.3983,1.3983,1.3983,1.3932,1.3932,1.3983,1.3983,1.3983,1.4034,1.3932,1.4034,1.3958,1.3932,1.406,1.3932,1.3983,1.4009,1.3932,1.406,1.4009,1.3983,1.406,1.3932,1.3983,1.4034,1.3983,1.406,1.3932,1.4034,1.3958,1.4009,1.406,1.3932,1.3983,1.4009,1.3932,1.406,1.4009,1.3958,1.4034,1.3932,1.4009,1.406,1.4009,1.3983,1.3983,1.3983,1.3932,1.406,1.3983,1.3958,1.4034,1.3983,1.3932,1.406,1.3983,1.406,1.3983,1.3983,1.406,1.3958,1.3983,1.3932,1.3983,1.3983,1.3983,1.3983,1.3958,1.4034,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.3958,1.406,1.3958,1.3958,1.3983,1.3932,1.406,1.3958,1.3932,1.3983,1.3983,1.3932,1.406,1.406,1.3932,1.3983,1.3958,1.3932,1.406,1.4009,1.3983,1.406,1.3983,1.3983,1.3983,1.3983,1.3932,1.4034,1.406,1.3932,1.4009,1.406,1.3983,1.3983,1.4034,1.3958,1.3983,1.406,1.3932,1.3932,1.406,1.3983,1.3983,1.4034,1.3932,1.3932,1.406,1.3932,1.3983,1.406,1.3983,1.3958,1.4034,1.3907,1.4009,1.3983,1.3882,1.3983,1.3983,1.3983,1.3983,1.406,1.3983,1.4009,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.3958,1.3983,1.3958,1.3983,1.4034,1.3907,1.3932,1.3983,1.3983,1.3983,1.3983,1.4034,1.3983,1.4009,1.406,1.3932,1.3983,1.4034,1.3983,1.4009,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.4009,1.3932,1.3983,1.4034,1.3932,1.4009,1.3983,1.3907,1.406,1.3983,1.3983,1.3983,1.3932,1.3983,1.4009,1.3932,1.4034,1.3958,1.3983,1.406,1.3958,1.3983,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3958,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.3907,1.3983,1.3958,1.3983,1.3983,1.3932,1.406,1.3958,1.3983,1.3983,1.3932,1.3983,1.406,1.3958,1.3983,1.3983,1.3983,1.3983
1.406,1.4009,1.4034,1.3958,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3932,1.3958,1.3983,1.3983,1.406,1.3932,1.4009,1.3932,1.3983,1.3983,1.3983,1.3983,1.4034,1.3983,1.3958,1.4034,1.3983,1.3983,1.4034,1.3907,1.3907,1.4034,1.3932,1.406,1.3983,1.3958,1.406,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3983,1.406,1.3932,1.3983,1.4034,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.406,1.3983,1.3958,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3932,1.4009,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.4034,1.3983,1.3983,1.3983,1.3907,1.406,1.3983,1.3932,1.3983,1.3983,1.3907,1.406,1.4034,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3983,1.406,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3932,1.3983,1.4009,1.3932,1.406,1.3932,1.3983,1.4034,1.3932,1.4009,1.3983,1.4009,1.3983,1.3958,1.406,1.3983,1.4009,1.406,1.3932,1.4034,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.3983,1.3958,1.3983,1.3983,1.3932,1.3932,1.4034,1.3983,1.3983,1.406,1.3983,1.3958,1.4034,1.3932,1.3983,1.3983,1.3958,1.4034,1.4009,1.3932,1.4009,1.3983,1.3958,1.4034,1.3983,1.3983,1.4034,1.3983,1.3932,1.4009,1.3932,1.406,1.406,1.3932,1.3983,1.3983,1.3907,1.3983,1.406,1.3932,1.3932,1.4034,1.4009,1.3983,1.4034,1.3983,1.3958,1.406,1.3983,1.406,1.3983,1.3932,1.4009,1.4009,1.3983,1.406,1.3932,1.4009,1.3983,1.3932,1.406,1.3932,1.4009,1.3983,1.3932,1.406,1.4009,1.3983,1.4009,1.3932,1.3932,1.3983,1.3932,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.3983,1.4009,1.4034,1.3958,1.3932,1.406,1.3983,1.4009,1.3983,1.3983,1.3932,1.3983,1.406,1.3907,1.4034
1.3983,1.3932,1.4034,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3907,1.4009,1.3983,1.3983,1.3983,1.406,1.3983,1.4009,1.3983,1.3983,1.3932,1.4009,1.406,1.3932,1.3932,1.406,1.4009,1.3932,1.4009,1.3983,1.4009,1.3983,1.4034,1.3932,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.406,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3932,1.3932,1.4034,1.3983,1.3983,1.4034,1.3932,1.3932,1.406,1.4009,1.3958,1.3983,1.3958,1.3932,1.406,1.3983,1.3958,1.3983,1.3983,1.3983,1.4009,1.406,1.3983,1.3983,1.4034,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3958,1.406,1.3983,1.4009,1.3983,1.3983,1.406,1.3983,1.4009,1.4034,1.4009,1.3983,1.406,1.3983,1.3983,1.406,1.3983,1.3932,1.4034,1.4009,1.3983,1.4034,1.3932,1.3983,1.406,1.3932,1.4009,1.406,1.3932,1.4034,1.3983,1.3958,1.4009,1.3958,1.3932,1.406,1.3983,1.3932,1.406,1.4009,1.3958,1.3983,1.3958,1.3932,1.3983,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.3932,1.3932,1.406,1.3932,1.4009,1.3958,1.3907,1.406,1.4009,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.406,1.3932,1.3983,1.406,1.3983,1.3983,1.406,1.4034,1.3932,1.3983,1.4034,1.3983,1.3983,1.3983,1.3983,1.3958,1.3983,1.4034,1.3932,1.3983,1.406,1.3932,1.3983,1.4034,1.3983,1.3932,1.3983,1.3983,1.3932,1.406,1.4034,1.3958,1.3983,1.3958,1.3932,1.4034,1.3983,1.3983,1.406,1.3932,1.3983,1.406,1.3932,1.3983,1.3958,1.3932,1.406,1.406,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3932,1.3983,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3983,1.4009,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.4009,1.3932,1.3932,1.406,1.3932,1.3983,1.406,1.4009,1.3983,1.4034,1.3932,1.3907,1.3983,1.3932,1.3983,1.3983,1.3983,1.3983,1.3983,1.4009,1.3932,1.3983,1.406,1.4009,1.406,1.3932,1.4009,1.406,1.3932,1.3983,1.406
1.4009,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3932,1.3983,1.3958,1.4085,1.3958,1.4034,1.3932,1.3983,1.3983,1.3932,1.406,1.3958,1.4009,1.3983,1.3983,1.3983,1.3932,1.4009,1.3983,1.3983,1.3983,1.3983,1.406,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.4009,1.3958,1.406,1.3983,1.4009,1.406,1.3932,1.406,1.3932,1.3983,1.406,1.3932,1.3983,1.406,1.3907,1.3958,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.3958,1.3983,1.3983,1.3932,1.3983,1.3983,1.3932,1.4009,1.406,1.3983,1.4034,1.3983,1.4009,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3932,1.4034,1.4009,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.4009,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.406,1.4034,1.3932,1.4085,1.4009,1.3983,1.3983,1.3958,1.4009,1.3983,1.3932,1.4034,1.3983,1.3983,1.406,1.3958,1.3932,1.3983,1.3932,1.3932,1.406,1.4009,1.3958,1.3983,1.3983,1.3958,1.3983,1.3983,1.3932,1.3983,1.4009,1.3932,1.3932,1.4034,1.3932,1.3983,1.4034,1.3932,1.3932,1.406,1.3983,1.3983,1.406,1.3983,1.3983,1.406,1.3983,1.3983,1.3983,1.3983,1.4009,1.406,1.3983,1.3932,1.3983,1.3983,1.3932,1.3983,1.406,1.3932,1.3958,1.3983,1.3958,1.4009,1.4034,1.3932,1.3983,1.3983,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.3983,1.3983,1.3983,1.406,1.3958,1.406,1.3983,1.3932,1.4009,1.3983,1.4009,1.3983,1.3932,1.4034,1.3983,1.3983,1.3983,1.3932,1.406,1.4009,1.3932,1.4034,1.3983,1.3983,1.3983,1.3932,1.4034,1.3983,1.3958,1.3983,1.3983,1.3932,1.4034,1.4009,1.3983,1.4034,1.3983,1.3932,1.4034,1.406,1.4009,1.406,1.3907,1.3958,1.4009,1.3932,1.4034,1.406,1.3932,1.3932,1.406,1.3983,1.3983,1.4009,1.3932,1.3958,1.406,1.3958,1.4009,1.3983,1.3983,1.4034,1.3932,1.4009,1.3958,1.3932,1.406
1.3983,1.3983,1.406,1.3983,1.3932,1.406,1.3983,1.3932,1.3983,1.3983,1.3983,1.3983,1.4034,1.3958,1.3983,1.3983,1.3932,1.3983,1.406,1.3983,1.3983,1.406,1.3983,1.3983,1.3983,1.3932,1.406,1.3983,1.3932,1.4009,1.3983,1.3932,1.3983,1.3958,1.406,1.3983,1.3907,1.4009,1.3983,1.3932,1.4009,1.4009,1.3932,1.406,1.3983,1.3983,1.406,1.3958,1.3983,1.3983,1.3932,1.4034,1.3983,1.4009,1.3983,1.3983,1.3983,1.406,1.3983,1.4009,1.4009,1.3983,1.3907,1.406,1.4034,1.3932,1.4009,1.3983,1.3932,1.4034,1.4009,1.3983,1.406,1.3983,1.3932,1.4034,1.3983,1.3983,1.4034,1.3958,1.3907,1.3983,1.3958,1.4034,1.3983,1.3983,1.4009,1.3907,1.3983,1.4009,1.3958,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.406,1.3958,1.4009,1.406,1.3932,1.3983,1.3983,1.3958,1.4009,1.3983,1.3932,1.3983,1.3983,1.3932,1.406,1.4009,1.3983,1.406,1.3983,1.3932,1.4034,1.406,1.3932,1.3983,1.3983,1.3932,1.3983,1.3983,1.3932,1.406,1.3983,1.3983,1.4034,1.3932,1.4009,1.3932,1.3932,1.406,1.3983,1.4009,1.406,1.3907,1.3983,1.3983,1.3958,1.406,1.3983,1.3983,1.406,1.3932,1.4009,1.4034,1.4009,1.3983,1.406,1.3932,1.3983,1.3983,1.3907,1.4009,1.3932,1.3983,1.3983,1.3932,1.4009,1.3932,1.406,1.3983,1.3983,1.406,1.3932,1.3983,1.406,1.3932,1.3932,1.406,1.3958,1.3983,1.406,1.3983,1.3983,1.4034,1.3932,1.3983,1.3983,1.3932,1.4009,1.3983,1.406,1.3983,1.3983,1.4034,1.3932,1.406,1.3983,1.4009,1.406,1.3932,1.3983,1.3983,1.3932,1.4009,1.406,1.3958,1.406,1.3907,1.3983,1.3983,1.3958,1.406,1.4009,1.3983,1.406,1.3932,1.3983,1.406,1.3983,1.3983,1.3983,1.3958,1.4034,1.3932,1.4009,1.3983,1.3932,1.406,1.3983,1.3983,1.3983,1.3932,1.4085,1.3983,1.3983,1.3983,1.3983,1.3983,1.406,1.3932,1.3983,1.406,1.3932,1.406,1.3932,1.4034,1.3983,1.3983
